通番	文番号	単語	標準ペルシア語１	意味１	標準ペルシア語２	意味２	標準ペルシア語3	意味３	標準ペルシア語４	意味４
3713	4024	نخوردم	خوردن	食べる						
3717	4024	نخوردم	خوردن	食べる						
5191	3044	نخورین	خوردن	食べる						
1460	4034	نمیخوره	خوردن	食べる						
1462	4035	نمیخوره	خوردن	食べる						
2586	1029	خوش بش	خوشباش	歓待の辞、楽天的な						
5719	9022	خونریزی	خونریزی	流血						
4493	9025	خونریزی	خونریزی	流血						
4143	6003	خیس	خیس	濡れた						
4145	6004	خیس	خیس	濡れた						
3146	2050	خیکی	خیک	皮袋						
2490	1013	خیلی	خیلی	非常に						
4665	1021	خیلی	خیلی	非常に						
173	1024	خیلی	خیلی	非常に						
250	1030	خیلی	خیلی	非常に						
2076	8007	خیلی	خیلی	非常に						
2150	9005	خیلی	خیلی	非常に						
4405	9010	خیلی	خیلی	非常に						
2197	9012	خیلی	خیلی	非常に						
4580	10014	خیلی	خیلی	非常に						
5779	10014	خیلی	خیلی	非常に						
3980	5038	داخل	داخل	・・・の内部に						
5846	1055	داد	داد	叫び						
5849	1055	داد	داد	叫び						
6299	1055	داد	داد	叫び						
3377	3011	داد	داد	叫び						
2687	1039	بده	دادن	与える						
2707	1044	بده	دادن	与える						
2723	1050	بده	دادن	与える						
5263	4018	بده	دادن	与える						
1277	4003	بده	دادن	与える						
1784	5050	بدیم	دادن	与える						
2689	1040	داد	دادن	与える						
2709	1045	داد	دادن	与える						
5098	3008	داد	دادن	与える						
4320	8009	داد	دادن	与える						
3999	5043	دادم	دادن	与える						
2670	1035	دادند	دادن	与える						
2986	2027	میداد	دادن	与える						
24	1004	میداد	دادن	与える						
3788	4033	میده	دادن	与える						
2153	9006	دادوبیداد	دادوبیداد	騒ぎ						
2182	9010	دادوبیداد	دادوبیداد	騒ぎ						
5856	1055	داس	داس	大鎌						
4495	9026	داستان	داستان	物語						
3166	2051	داستان	داستان	物語						
2553	1023	دارم	داشتن	持つ						
3575	4003	دارم	داشتن	持つ						
3699	4023	دارم	داشتن	持つ						
3750	4028	دارم	داشتن	持つ						
1659	5027	دارم	داشتن	持つ						
1662	5027	دارم	داشتن	持つ						
4200	6014	دارم	داشتن	持つ						
5625	8005	دارم	داشتن	持つ						
3345	3006	داره	داشتن	持つ						
3347	3008	داره	داشتن	持つ						
435	2002	داشت	داشتن	持つ						
957	3002	داشت	داشتن	持つ						
2415	1002	داشت	داشتن	持つ						
17	1003	داشت	داشتن	持つ						
3847	5002	داشت	داشتن	持つ						
6051	5022	داشت	داشتن	持つ						
6053	5022	داشت	داشتن	持つ						
2137	9003	داشت	داشتن	持つ						
6038	5008	داشتم	داشتن	持つ						
5861	1055	داشتند	داشتن	持つ						
3824	4038	میدارم	داشتن	持つ						
2322	10008	ندارد	داشتن	持つ						
2333	10009	ندارد	داشتن	持つ						
6000	3040	ندارم	داشتن	持つ						
3280	2062	نداشت	داشتن	持つ						
5059	2062	نداشت	داشتن	持つ						
5619	8004	دام	دام	罠						
5018	2056	دونه	دانه	穀物						
3220	2057	دونه	دانه	穀物						
5146	3024	دونه	دانه	穀物						
5201	4001	دونه	دانه	…個						
5203	4001	دونه	دانه	…個						
5205	4001	دونه	دانه	…個						
6004	4001	دونه	دانه	…個						
858	2059	دونه دونه	دانهدانه	一つずつ						
3374	3011	در	در	…の中に						
5282	4023	در	در	…の中に						
5318	4028	در	در	…の中に						
4309	8005	در	در	…の中に						
4361	9001	در	در	…の中に						
4504	10001	در	در	…の中に						
4555	10010	در	در	…の中に						
4563	10011	در	در	…の中に						
6167	10014	در	در	…の中に						
5127	3014	در	در	外へ						
205	1029	در	در	戸						
4681	1029	در	در	戸						
4719	1033	در	در	戸						
2832	2006	در	در	戸						
2837	2006	در	در	戸						
2843	2007	در	در	戸						
2857	2010	در	در	戸						
4836	2010	در	در	戸						
511	2011	در	در	戸						
516	2011	در	در	戸						
2873	2012	در	در	戸						
2887	2014	در	در	戸						
568	2017	در	در	戸						
571	2018	در	در	戸						
575	2018	در	در	戸						
4885	2021	در	در	戸						
4891	2023	در	در	戸						
6268	2024	در	در	戸						
3007	2031	در	در	戸						
677	2034	در	در	戸						
6211	2058	در	در	戸						
5085	3004	در	در	戸						
980	3005	در	در	戸						
3356	3010	در	در	戸						
5995	3032	در	در	戸						
3544	3045	در	در	戸						
3579	4003	در	در	戸						
3583	4003	در	در	戸						
3588	4004	در	در	戸						
3599	4008	در	در	戸						
3602	4008	در	در	戸						
3623	4014	در	در	戸						
3630	4016	در	در	戸						
5431	5039	در	در	戸						
6058	5040	در	در	戸						
5450	5047	در	در	戸						
2580	1029	دره	در	戸						
5459	5049	در آورده	درآوردن	取り出す						
1787	5050	در بیاریم	درآوردن	取り出す						
3943	5030	در میاره	درآوردن	取り出す						
3494	3034	دربیارم	درآوردن	取り出す						
4418	9012	درمیارم	درآوردن	取り出す						
4616	1003	درخت	درخت	木						
4622	1004	درخت	درخت	木						
5471	5054	درخت	درخت	木						
4049	5055	درخت	درخت	木						
4195	6013	درخت	درخت	木						
2440	1005	درست	درست	正確に						
2604	1030	درست	درست	正確に						
2610	1030	درست	درست	正確に						
2827	2006	درست	درست	正確に						
3952	5032	درست	درست	正確に						
3956	5032	درست	درست	正確に						
5427	5036	درست	درست	正確に						
3976	5037	درست	درست	正確に						
3530	3043	دریا	دریا	海						
4099	5064	میدرن	دریدن	引裂く						
5873	2008	دست	دست	手						
4852	2013	دست	دست	手						
5883	2015	دست	دست	手						
6184	2015	دست	دست	手						
5892	2019	دست	دست	手						
2931	2020	دست	دست	手						
4878	2021	دست	دست	手						
6189	2021	دست	دست	手						
6198	2031	دست	دست	手						
4926	2032	دست	دست	手						
5038	2059	دست	دست	手						
5347	5001	دست	دست	手						
6034	5007	دست	دست	手						
6045	5018	دست	دست	手						
6064	5048	دست	دست	手						
6066	5048	دست	دست	手						
4029	5050	دست	دست	手						
5461	5050	دست	دست	手						
5468	5054	دست	دست	手						
6089	5067	دست	دست	手						
6091	5067	دست	دست	手						
2500	1014	دشتی	دشت	荒野						
3507	3038	دعوا	دعوا	けんか						
5340	4035	دعوا	دعوا	けんか						
3804	4036	دعوا	دعوا	けんか						
5199	3045	دفعه	دفعه	回						
3813	4037	دفعه	دفعه	回						
4102	5065	دفعه	دفعه	回						
5518	5065	دفعه	دفعه	回						
2872	2012	دم	دم	・・・のそばに						
3598	4008	دم	دم	・・・のそばに						
3344	3006	دم	دم	尾						
4398	9009	دنبال	دنبال	後部						
5058	2062	دندون	دندان	歯						
5999	3040	دندون	دندان	歯						
5279	4022	دندون	دندان	歯						
5315	4027	دندون	دندان	歯						
3519	3041	دندونا	دندان	歯						
5953	2059	دندونای	دندان	歯						
5990	3031	دندونای	دندان	歯						
6001	3044	ده	ده	10						
5611	8002	دهی	ده	村						
2739	1052	دو	دو	2						
2917	2017	دو	دو	2						
2995	2030	دو	دو	2						
3019	2033	دو	دو	2						
4975	2046	دو	دو	2						
4977	2046	دو	دو	2						
5055	2061	دو	دو	2						
6009	4016	دو	دو	2						
5280	4023	دو	دو	2						
5316	4028	دو	دو	2						
1324	4013	دوباره	دوباره	再び						
2169	9009	دوباره	دوباره	再び						
1493	4037	دوتای	دوتا	二つの						
4318	8009	دور	دور	遠い						
5722	9022	دور	دور	遠い						
4786	1055	دورور	دوروبر	周囲						
5540	6005	دوست	دوست	友人						
6235	6005	دوست	دوست	友人						
2045	8001	دوست	دوست	友人						
5738	10003	دوست	دوست	友人						
4231	7002	دوستی	دوستی	友情						
935	2065	دوغ	دوغ	ヨーグルトを水で薄めた飲物						
4070	5060	دولا	دولا	二重の						
1768	5048	میدوید	دویدن	走る						
4673	1027	دیدار	دیدار	訪問						
4645	1011	دیداری	دیدار	訪問						
4207	6015	ببین	دیدن	見る						
2885	2013	ببینم	دیدن	見る						
3929	5026	ببینم	دیدن	見る						
2355	10013	ببینم	دیدن	見る						
538	2014	ببینیم	دیدن	見る						
584	2020	ببینیم	دیدن	見る						
605	2023	دید	دیدن	見る						
616	2025	دید	دیدن	見る						
639	2027	دید	دیدن	見る						
754	2048	دید	دیدن	見る						
1007	3011	دید	دیدن	見る						
1022	3014	دید	دیدن	見る						
1206	3040	دید	دیدن	見る						
1799	5053	دید	دیدن	見る						
1818	5057	دید	دیدن	見る						
2052	8002	دید	دیدن	見る						
4483	9022	دید	دیدن	見る						
663	2032	دیدم	دیدن	見る						
4344	8011	دیدم	دیدن	見る						
2891	2015	دیدن	دیدن	見る						
2939	2021	دیدن	دیدن	見る						
4352	8012	میبینم	دیدن	見る						
1946	6012	میبینه	دیدن	見る						
1968	6016	میبینه	دیدن	見る						
2685	1037	ندیدم	دیدن	見る						
320	1038	ندیدم	دیدن	見る						
2702	1043	ندیدم	دیدن	見る						
2705	1043	ندیدم	دیدن	見る						
2721	1048	ندیدم	دیدن	見る						
366	1049	ندیدم	دیدن	見る						
1572	5011	ندیدم	دیدن	見る						
2682	1036	ندیدی	دیدن	見る						
2699	1042	ندیدی	دیدن	見る						
2718	1047	ندیدی	دیدن	見る						
2757	1055	دیگری	دیگر	さらに						
5827	1034	دیگه	دیگر	（否定詞とともに）もはや…でない						
3537	3044	دیگه	دیگر	（否定詞とともに）もはや…でない						
4158	6005	دیگه	دیگر	（否定詞とともに）もはや…でない						
224	1029	دیگه	دیگر	さらに						
963	3003	دیگه	دیگر	さらに						
1182	3038	دیگه	دیگر	さらに						
3522	3041	دیگه	دیگر	さらに						
3802	4035	دیگه	دیگر	さらに						
1472	4036	دیگه	دیگر	さらに						
1477	4036	دیگه	دیگر	さらに						
1506	4039	دیگه	دیگر	さらに						
1510	4039	دیگه	دیگر	さらに						
2008	7004	دیگه	دیگر	さらに						
4345	8011	دیگه	دیگر	さらに						
4395	9008	دیگه	دیگر	さらに						
4402	9010	دیگه	دیگر	さらに						
3546	3045	دیگه	دیگر	さらに						
2584	1029	ذوق	ذوق	趣味						
2907	2016	ر	را	・・・を						
3022	2033	ر	را	・・・を						
3157	2050	ر	را	・・・を						
5948	2058	ر	را	・・・を						
3259	2060	ر	را	・・・を						
3338	3005	ر	را	・・・を						
5104	3010	ر	را	・・・を						
5173	3032	ر	را	・・・を						
3520	3041	ر	را	・・・を						
3524	3042	ر	را	・・・を						
3635	4016	ر	را	・・・を						
3774	4031	ر	را	・・・を						
5994	3031	را	را	・・・を						
5267	4019	را	را	・・・を						
4384	9004	را	را	・・・を						
6254	10004	را	را	・・・を						
5756	10005	را	را	・・・を						
4585	10015	را	را	・・・を						
4591	10016	را	را	・・・を						
4597	10017	را	را	・・・を						
2435	1005	رو	را	・・・を						
2470	1009	رو	را	・・・を						
2489	1011	رو	را	・・・を						
2493	1014	رو	را	・・・を						
2497	1014	رو	را	・・・を						
2501	1014	رو	را	・・・を						
4653	1018	رو	را	・・・を						
2581	1029	رو	را	・・・を						
2591	1030	رو	را	・・・を						
2593	1030	رو	را	・・・を						
5822	1031	رو	را	・・・を						
2636	1032	رو	را	・・・を						
2647	1033	رو	را	・・・を						
2651	1033	رو	را	・・・を						
2655	1033	رو	را	・・・を						
2658	1033	رو	را	・・・を						
2662	1033	رو	را	・・・を						
2666	1034	رو	را	・・・を						
2734	1051	رو	را	・・・を						
5908	2024	رو	را	・・・を						
3159	2050	رو	را	・・・を						
3194	2054	رو	را	・・・を						
3212	2056	رو	را	・・・を						
3254	2059	رو	را	・・・を						
3292	2062	رو	را	・・・を						
3381	3012	رو	را	・・・を						
3491	3033	رو	را	・・・を						
3568	4002	رو	را	・・・を						
3673	4020	رو	را	・・・を						
5273	4022	رو	را	・・・を						
5275	4022	رو	را	・・・を						
5277	4022	رو	را	・・・を						
5307	4027	رو	را	・・・を						
5309	4027	رو	را	・・・を						
5313	4027	رو	را	・・・を						
3790	4033	رو	را	・・・を						
3885	5014	رو	را	・・・を						
4011	5047	رو	را	・・・を						
4193	6012	رو	را	・・・を						
4242	7003	رو	را	・・・を						
4282	7008	رو	را	・・・を						
5683	9014	رو	را	・・・を						
5770	10013	رو	را	・・・を						
2458	1007	و	را	・・・を						
